player_name,Season,round_number,fantasy_points,CBAs,total_CBAs,CBA_percentage,TOG,kick_ins,kicks,handballs,disposals,marks,tackles,contestedMarks,uncontestedMarks,goals,behinds,hitouts,contestedPossessions,uncontestedPossessions,freesFor,freesAgainst,clangers,turnovers,rebound50s,inside50s,hitoutWinPercentage,disposalEfficiency,kick_efficiency,ruck_contests_attended,team,total_kick_ins,opposition_team,venue,start_time,temperature,conditions,kick_in_percentage,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status,games_played
Daniel Rioli,2022,Round 7,85,0,37,0,80,1,16,7,23,7,1,1,6,0,0,0,4,18,1,1,3,4,3,5,0,87,87.5,0,Richmond,8,West Coast Eagles,Optus Stadium,2022-04-29T18:10:00,18,MOSTLY_SUNNY,12.5,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 8,62,0,33,0,78,3,13,7,20,4,0,0,4,0,0,0,6,12,0,1,2,5,5,1,0,85,84.6,0,Richmond,14,Collingwood,MCG,2022-05-07T13:45:00,15,RAIN,21.43,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 9,71,0,35,0,81,1,10,14,24,2,1,0,2,0,3,0,3,20,0,0,1,1,1,4,0,79.2,60,0,Richmond,10,Hawthorn,MCG,2022-05-14T13:45:00,20,RAIN,10,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 10,79,0,22,0,80,0,8,18,26,2,3,0,2,0,0,0,9,17,1,0,2,3,6,0,0,80.8,50,0,Richmond,6,Essendon,MCG,2022-05-21T19:30:00,15,OVERCAST,0,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 11,67,0,35,0,77,3,8,4,12,5,4,0,5,1,0,0,2,8,1,1,2,1,3,0,0,83.3,75,0,Richmond,10,Sydney Swans,SCG,2022-05-27T19:50:00,21,MOSTLY_SUNNY,30,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 13,65,0,25,0,85,2,8,10,18,5,0,1,4,1,0,0,6,10,0,0,0,4,3,2,0,77.8,75,0,Richmond,5,Port Adelaide,MCG,2022-06-09T19:20:00,13,RAIN,40,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 14,80,0,24,0,84,2,13,6,19,5,4,0,5,1,0,0,3,13,1,3,3,5,2,2,0,89.5,84.6,0,Richmond,12,Carlton,MCG,2022-06-16T19:20:00,15,RAIN,16.67,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 15,88,0,30,0,87,1,12,15,27,6,1,0,6,0,0,0,5,21,0,0,4,5,2,3,0,66.7,50,0,Richmond,11,Geelong Cats,MCG,2022-06-25T16:35:00,16,MOSTLY_SUNNY,9.09,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 16,98,0,37,0,81,2,15,13,28,5,1,1,4,1,1,0,7,19,1,0,0,4,4,5,0,85.7,73.3,0,Richmond,15,West Coast Eagles,MCG,2022-07-03T14:10:00,13,MOSTLY_SUNNY,13.33,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Rioli,2022,Round 17,108,0,31,0,83,3,12,19,31,5,4,0,5,0,0,0,12,15,3,0,3,6,6,3,0,77.4,83.3,0,Richmond,10,Gold Coast Suns,Metricon Stadium,2022-07-09T16:35:00,18,SUNNY,30,MEDIUM_DEFENDER,1997-04-16,179,77,TRUE,FALSE,FALSE,TRUE,16
Daniel Turner,2022,Round 13,27,0,24,0,49,0,3,2,5,2,2,0,2,0,0,0,2,3,0,0,1,1,0,1,0,100,100,0,Melbourne,10,Collingwood,MCG,2022-06-13T15:20:00,13,RAIN,0,KEY_DEFENDER,2002-01-28,194,88,TRUE,FALSE,FALSE,FALSE,1
Darcy Byrne-Jones,2022,Round 1,100,0,25,0,89,0,21,5,26,8,3,0,8,0,0,0,5,21,0,3,5,7,6,3,0,80.8,85.7,0,Port Adelaide,14,Brisbane Lions,Gabba,2022-03-19T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 2,61,0,30,0,83,0,5,15,20,4,1,0,4,0,0,0,2,19,0,0,2,1,0,1,0,85,60,0,Port Adelaide,6,Hawthorn,Adelaide Oval,2022-03-26T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 3,75,0,32,0,81,1,16,4,20,3,5,0,3,0,0,0,7,16,2,4,7,4,3,1,0,55,43.8,0,Port Adelaide,6,Adelaide Crows,Adelaide Oval,2022-04-01T19:50:00,18,MOSTLY_SUNNY,16.67,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 4,87,0,18,0,78,0,18,8,26,6,1,0,6,0,1,0,7,15,0,2,7,5,1,2,0,69.2,66.7,0,Port Adelaide,8,Melbourne,Adelaide Oval,2022-04-07T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 5,107,0,31,0,83,0,16,10,26,12,1,0,12,0,0,0,5,21,2,1,3,4,4,2,0,88.5,87.5,0,Port Adelaide,10,Carlton,MCG,2022-04-17T13:40:00,28,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 6,66,0,26,0,78,0,8,13,21,1,3,0,1,0,0,0,7,14,1,0,1,3,1,1,0,71.4,50,0,Port Adelaide,9,West Coast Eagles,Adelaide Oval,2022-04-23T16:05:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 7,66,0,13,0,73,0,14,4,18,4,2,0,4,0,0,0,5,13,2,2,7,6,2,2,0,72.2,78.6,0,Port Adelaide,18,St Kilda,Cazalys Stadium,2022-04-30T19:25:00,29,RAIN,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 8,75,0,26,0,77,0,13,8,21,6,1,0,6,0,0,0,7,14,1,1,6,5,5,0,0,71.4,76.9,0,Port Adelaide,9,Western Bulldogs,Adelaide Oval,2022-05-06T19:00:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 9,90,0,27,0,84,0,16,4,20,9,0,0,9,1,0,0,5,13,1,0,1,3,3,4,0,90,93.8,0,Port Adelaide,10,North Melbourne,Blundstone Arena,2022-05-14T14:10:00,19,RAIN,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 10,83,0,22,0,81,1,14,4,18,7,3,0,7,0,0,0,1,17,0,0,2,6,3,0,0,61.1,64.3,0,Port Adelaide,16,Geelong Cats,GMHBA Stadium,2022-05-21T13:45:00,16,MOSTLY_SUNNY,6.25,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 11,56,0,19,0,75,0,12,3,15,2,2,0,2,0,1,0,3,12,2,1,2,3,4,0,0,86.7,83.3,0,Port Adelaide,14,Essendon,Adelaide Oval,2022-05-29T16:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 13,91,0,25,0,80,0,13,10,23,6,4,0,6,0,0,0,6,17,1,1,2,4,4,3,0,73.9,69.2,0,Port Adelaide,11,Richmond,MCG,2022-06-09T19:20:00,13,RAIN,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 14,81,0,24,0,84,1,13,15,28,5,0,0,5,0,0,0,10,16,0,1,7,7,3,3,0,67.9,38.5,0,Port Adelaide,11,Sydney Swans,Adelaide Oval,2022-06-18T13:15:00,18,MOSTLY_SUNNY,9.09,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 16,90,0,33,0,79,0,15,14,29,4,1,0,4,0,0,0,7,19,1,0,3,4,9,0,0,75.9,80,0,Port Adelaide,9,Fremantle,Optus Stadium,2022-07-03T15:20:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Byrne-Jones,2022,Round 17,79,0,19,0,89,0,12,9,21,7,1,1,6,0,0,0,8,14,0,0,1,3,2,2,0,85.7,75,0,Port Adelaide,11,GWS Giants,Adelaide Oval,2022-07-09T19:00:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE,15
Darcy Cameron,2022,Round 2,27,1,27,3.7,15,0,3,3,6,1,0,0,1,1,0,1,4,2,2,0,1,1,0,0,20,66.7,66.7,5,Collingwood,10,Adelaide Crows,MCG,2022-03-26T13:45:00,24,MOSTLY_SUNNY,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 3,71,7,33,21.21,74,0,7,6,13,4,1,3,1,2,0,9,8,5,1,0,3,3,2,0,36,76.9,85.7,25,Collingwood,8,Geelong Cats,MCG,2022-04-02T19:25:00,19,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 4,51,1,28,3.57,79,0,5,3,8,4,3,2,2,1,1,1,5,4,1,1,2,1,0,0,16.7,62.5,40,6,Collingwood,3,West Coast Eagles,Marvel Stadium,2022-04-09T16:35:00,26,MOSTLY_SUNNY,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 5,40,3,33,9.09,58,0,6,1,7,3,0,1,2,1,0,6,3,3,2,1,3,5,0,1,37.5,57.1,66.7,16,Collingwood,8,Brisbane Lions,Gabba,2022-04-14T19:35:00,26,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 6,50,7,31,22.58,82,0,5,3,8,5,1,2,3,1,1,3,7,3,3,1,3,1,0,2,18.8,75,60,16,Collingwood,10,Essendon,MCG,2022-04-25T15:20:00,21,MOSTLY_SUNNY,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 7,107,19,35,54.29,80,0,10,6,16,4,5,2,2,2,1,15,13,4,5,0,3,2,1,1,28.3,56.3,60,53,Collingwood,6,Gold Coast Suns,MCG,2022-05-01T13:10:00,20,MOSTLY_SUNNY,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 8,112,18,33,54.55,80,0,11,10,21,6,6,3,3,0,0,14,8,14,3,0,3,6,1,5,30.4,71.4,72.7,46,Collingwood,11,Richmond,MCG,2022-05-07T13:45:00,15,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 9,90,19,25,76,87,0,7,4,11,5,3,2,3,0,0,33,4,7,1,0,2,3,1,2,56.9,81.8,85.7,58,Collingwood,15,Western Bulldogs,Marvel Stadium,2022-05-13T19:50:00,19,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 10,115,14,22,63.64,78,0,9,3,12,7,8,3,4,1,0,22,7,6,1,0,1,4,2,2,35.5,75,66.7,62,Collingwood,8,Fremantle,Optus Stadium,2022-05-22T15:20:00,18,MOSTLY_SUNNY,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 11,94,19,26,73.08,81,0,7,6,13,5,6,1,4,0,0,26,5,8,2,2,3,1,0,0,54.2,84.6,71.4,48,Collingwood,9,Carlton,MCG,2022-05-29T15:20:00,15,MOSTLY_SUNNY,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 12,133,13,24,54.17,81,0,19,7,26,9,3,1,8,1,1,19,15,12,3,2,4,5,3,3,38.8,57.7,52.6,49,Collingwood,8,Hawthorn,MCG,2022-06-05T14:10:00,13,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 13,85,14,24,58.33,82,0,6,9,15,3,5,2,1,0,0,19,12,4,1,0,2,1,1,1,40.4,80,50,47,Collingwood,8,Melbourne,MCG,2022-06-13T15:20:00,13,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 15,111,15,27,55.56,82,0,12,5,17,8,2,3,5,2,0,23,8,8,1,1,2,2,1,1,52.3,58.8,58.3,44,Collingwood,5,GWS Giants,MCG,2022-06-26T15:20:00,13,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 16,83,11,21,52.38,84,0,10,5,15,6,2,2,4,0,1,18,8,7,1,1,1,3,1,2,38.3,80,70,47,Collingwood,14,Gold Coast Suns,Metricon Stadium,2022-07-02T19:25:00,17,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Cameron,2022,Round 17,87,16,29,55.17,77,0,9,3,12,2,2,1,1,3,0,21,10,3,4,1,3,4,1,1,38.2,66.7,55.6,55,Collingwood,9,North Melbourne,MCG,2022-07-09T13:45:00,13,RAIN,0,RUCK,1995-07-18,204,101,FALSE,FALSE,TRUE,TRUE,15
Darcy Fogarty,2022,Round 1,50,0,27,0,87,0,5,2,7,4,3,0,4,2,0,0,3,4,1,2,3,3,0,2,0,85.7,80,0,Adelaide Crows,17,Fremantle,Adelaide Oval,2022-03-20T15:40:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 2,43,0,27,0,83,0,5,5,10,4,4,0,4,0,2,0,6,5,0,4,5,6,0,2,0,80,60,0,Adelaide Crows,10,Collingwood,MCG,2022-03-26T13:45:00,24,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 3,26,0,32,0,82,0,3,2,5,2,2,1,1,0,1,0,4,1,1,1,1,1,0,1,0,60,33.3,0,Adelaide Crows,14,Port Adelaide,Adelaide Oval,2022-04-01T19:50:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 9,45,0,29,0,79,0,6,3,9,3,3,0,3,0,0,0,3,5,0,0,0,1,0,3,0,77.8,83.3,0,Adelaide Crows,6,Brisbane Lions,Adelaide Oval,2022-05-14T19:10:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 10,27,0,27,0,71,0,5,1,6,5,1,2,3,0,0,0,3,4,0,3,3,2,0,3,0,83.3,80,0,Adelaide Crows,6,St Kilda,Adelaide Oval,2022-05-21T19:00:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 11,61,0,26,0,84,0,6,5,11,5,0,1,4,3,1,1,6,7,1,1,3,2,0,0,50,63.6,50,2,Adelaide Crows,7,Geelong Cats,GMHBA Stadium,2022-05-28T13:45:00,16,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 12,84,0,25,0,78,0,9,3,12,5,5,1,4,3,0,0,8,6,1,1,3,5,0,5,0,75,66.7,0,Adelaide Crows,9,West Coast Eagles,Adelaide Oval,2022-06-04T13:15:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 14,57,0,32,0,88,0,9,2,11,5,1,2,3,2,0,1,5,7,0,2,4,3,0,4,100,90.9,88.9,1,Adelaide Crows,8,Gold Coast Suns,Metricon Stadium,2022-06-19T15:20:00,22,RAIN,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 15,105,0,29,0,83,0,14,6,20,8,0,3,5,4,1,0,10,9,2,0,4,3,0,6,0,75,71.4,2,Adelaide Crows,10,North Melbourne,Blundstone Arena,2022-06-26T13:10:00,11,RAIN,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 16,34,0,28,0,86,0,4,2,6,3,1,0,3,1,1,0,1,5,1,1,1,0,0,0,0,83.3,75,0,Adelaide Crows,10,Melbourne,Adelaide Oval,2022-07-02T16:05:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fogarty,2022,Round 17,48,0,25,0,83,0,5,5,10,2,2,1,1,2,1,0,7,3,2,2,4,3,0,1,0,70,60,1,Adelaide Crows,8,Hawthorn,Marvel Stadium,2022-07-10T15:20:00,15,MOSTLY_SUNNY,0,KEY_FORWARD,1999-09-25,194,99,FALSE,FALSE,FALSE,TRUE,11
Darcy Fort,2022,Round 1,72,6,25,24,88,0,6,0,6,4,2,1,3,2,0,21,4,3,1,0,1,1,0,1,44.7,100,100,47,Brisbane Lions,9,Port Adelaide,Gabba,2022-03-19T19:10:00,18,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 2,37,12,29,41.38,77,0,9,5,14,1,0,0,1,0,0,6,9,6,3,4,4,5,1,3,26.1,71.4,77.8,23,Brisbane Lions,15,Essendon,Marvel Stadium,2022-03-26T16:35:00,24,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 3,73,10,34,29.41,82,0,6,5,11,2,5,1,1,1,0,15,8,5,1,1,2,1,0,2,34.9,81.8,83.3,43,Brisbane Lions,6,North Melbourne,Gabba,2022-04-02T19:00:00,18,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 4,91,20,26,76.92,80,0,12,3,15,5,3,2,3,0,0,23,7,7,2,1,3,4,1,2,34.8,60,58.3,66,Brisbane Lions,14,Geelong Cats,GMHBA Stadium,2022-04-08T19:50:00,23,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 5,38,9,33,27.27,82,0,4,2,6,3,1,1,2,1,0,9,3,4,0,2,3,2,0,1,28.1,66.7,50,32,Brisbane Lions,7,Collingwood,Gabba,2022-04-14T19:35:00,26,RAIN,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 6,70,13,36,36.11,72,0,6,3,9,1,3,0,1,1,0,24,5,3,1,0,1,3,0,2,48,77.8,66.7,50,Brisbane Lions,14,Gold Coast Suns,Metricon Stadium,2022-04-24T16:10:00,24,RAIN,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 7,84,14,34,41.18,84,0,14,2,16,2,1,0,2,1,0,19,11,5,3,0,3,10,2,6,42.2,62.5,57.1,45,Brisbane Lions,11,Sydney Swans,SCG,2022-05-01T16:40:00,22,RAIN,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 8,70,9,24,37.5,87,0,7,5,12,2,0,1,1,0,1,31,8,4,1,0,0,5,1,0,67.4,50,28.6,46,Brisbane Lions,6,West Coast Eagles,Gabba,2022-05-07T19:25:00,24,RAIN,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 9,54,10,29,34.48,77,0,10,3,13,0,1,0,0,0,0,19,13,1,1,2,6,7,3,3,46.3,38.5,30,41,Brisbane Lions,12,Adelaide Crows,Adelaide Oval,2022-05-14T19:10:00,18,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 10,78,13,39,33.33,81,0,7,4,11,4,2,1,3,1,0,23,7,6,0,0,0,1,0,2,67.6,81.8,85.7,34,Brisbane Lions,9,Hawthorn,University of Tasmania Stadium,2022-05-22T15:20:00,15,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 11,35,11,35,31.43,77,0,3,2,5,2,1,1,1,0,0,12,6,1,0,0,0,0,0,0,52.2,40,33.3,23,Brisbane Lions,6,GWS Giants,Gabba,2022-05-28T13:45:00,25,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 12,54,9,32,28.12,77,0,6,2,8,0,3,0,0,0,0,19,8,2,1,0,3,5,0,0,48.7,12.5,16.7,39,Brisbane Lions,9,Fremantle,Optus Stadium,2022-06-05T15:20:00,18,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 13,23,3,22,13.64,26,0,2,1,3,1,2,0,1,0,0,4,2,1,0,0,0,0,0,0,50,66.7,50,8,Brisbane Lions,9,St Kilda,Gabba,2022-06-11T19:25:00,18,SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Fort,2022,Round 17,72,7,32,21.88,73,0,8,3,11,3,5,1,2,1,0,13,8,4,0,2,4,3,2,2,48.1,45.5,25,27,Brisbane Lions,10,Essendon,Gabba,2022-07-10T13:10:00,20,MOSTLY_SUNNY,0,RUCK,1993-08-06,204,98,FALSE,FALSE,TRUE,TRUE,14
Darcy Gardiner,2022,Round 1,52,0,25,0,86,1,9,4,13,4,2,0,4,0,0,0,5,8,3,2,3,3,7,0,0,76.9,66.7,0,Brisbane Lions,9,Port Adelaide,Gabba,2022-03-19T19:10:00,18,MOSTLY_SUNNY,11.11,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 2,65,0,29,0,89,0,10,5,15,8,1,0,8,0,0,0,5,10,0,1,2,3,1,2,0,80,90,0,Brisbane Lions,15,Essendon,Marvel Stadium,2022-03-26T16:35:00,24,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 3,72,0,34,0,88,0,10,4,14,10,1,3,7,0,0,0,3,10,0,0,0,0,1,0,0,92.9,90,0,Brisbane Lions,6,North Melbourne,Gabba,2022-04-02T19:00:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 4,43,0,26,0,96,0,5,5,10,3,2,1,2,0,0,0,6,3,1,0,1,3,2,0,0,90,100,0,Brisbane Lions,14,Geelong Cats,GMHBA Stadium,2022-04-08T19:50:00,23,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 5,45,0,33,0,87,0,9,6,15,4,1,0,4,0,0,0,5,9,2,4,6,4,5,0,0,86.7,77.8,0,Brisbane Lions,7,Collingwood,Gabba,2022-04-14T19:35:00,26,RAIN,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 6,48,0,36,0,87,0,10,4,14,2,1,0,2,0,0,0,5,7,0,0,3,4,2,1,0,64.3,50,0,Brisbane Lions,14,Gold Coast Suns,Metricon Stadium,2022-04-24T16:10:00,24,RAIN,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 7,56,0,34,0,94,0,8,6,14,5,2,0,5,0,0,0,6,8,0,1,1,1,1,2,0,85.7,87.5,0,Brisbane Lions,11,Sydney Swans,SCG,2022-05-01T16:40:00,22,RAIN,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 9,37,0,29,0,80,0,5,4,9,3,1,1,2,0,0,0,3,6,1,0,1,2,4,0,0,77.8,80,0,Brisbane Lions,12,Adelaide Crows,Adelaide Oval,2022-05-14T19:10:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 10,57,0,39,0,85,0,7,4,11,4,6,1,3,0,0,0,7,6,1,3,5,1,2,0,0,81.8,85.7,0,Brisbane Lions,9,Hawthorn,University of Tasmania Stadium,2022-05-22T15:20:00,15,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 11,57,0,35,0,89,0,12,5,17,4,1,0,4,0,0,0,6,10,1,2,2,2,5,0,0,94.1,91.7,0,Brisbane Lions,6,GWS Giants,Gabba,2022-05-28T13:45:00,25,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 12,18,0,32,0,35,0,1,6,7,1,0,0,1,0,0,0,0,7,0,0,1,1,0,0,0,85.7,100,0,Brisbane Lions,9,Fremantle,Optus Stadium,2022-06-05T15:20:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Gardiner,2022,Round 13,26,0,22,0,68,0,3,4,7,3,0,0,3,0,0,0,2,5,0,0,0,0,3,0,0,100,100,0,Brisbane Lions,9,St Kilda,Gabba,2022-06-11T19:25:00,18,SUNNY,0,KEY_DEFENDER,1995-09-22,192,91,TRUE,FALSE,FALSE,FALSE,12
Darcy Macpherson,2022,Round 1,40,0,32,0,47,0,5,9,14,2,1,0,2,0,0,0,7,7,0,1,5,4,1,1,0,42.9,20,0,Gold Coast Suns,8,West Coast Eagles,Optus Stadium,2022-03-20T16:40:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1997-10-29,174,79,FALSE,FALSE,FALSE,TRUE,5
