player_name,Season,round_number,fantasy_points,CBAs,total_CBAs,CBA_percentage,TOG,kick_ins,kicks,handballs,disposals,marks,tackles,contestedMarks,uncontestedMarks,goals,behinds,hitouts,contestedPossessions,uncontestedPossessions,freesFor,freesAgainst,clangers,turnovers,disposalEfficiency,kick_efficiency,ruck_contests_attended,team,total_kick_ins,opposition_team,venue,start_time,temperature,conditions,kick_in_percentage,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status,games_played
Connor Blakely,2021,Round 1,51,1,23,4.35,65,0,5,9,14,2,2,0,2,1,0,0,5,9,1,1,2,2,78.6,40,0,Fremantle,14,Melbourne,MCG,2021-03-20T13:45:00,26,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 2,35,0,22,0,26,0,4,3,7,4,1,0,4,0,0,0,2,5,1,0,0,0,100,100,0,Fremantle,14,GWS Giants,Optus Stadium,2021-03-28T15:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 6,12,2,24,8.33,7,0,1,3,4,1,0,0,1,0,0,0,1,3,0,0,0,0,75,100,0,Fremantle,12,North Melbourne,Optus Stadium,2021-04-24T18:15:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 8,45,15,28,53.57,53,0,2,14,16,1,2,0,1,0,0,0,8,8,0,0,0,0,100,100,0,Fremantle,11,Brisbane Lions,Gabba,2021-05-09T16:40:00,26,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 10,34,0,29,0,24,0,3,5,8,2,2,0,2,0,0,0,5,3,1,0,0,2,75,100,0,Fremantle,6,Sydney Swans,Optus Stadium,2021-05-22T17:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 11,25,0,31,0,35,0,3,8,11,1,0,0,1,0,0,0,4,6,0,1,3,5,72.7,66.7,0,Fremantle,7,Port Adelaide,Adelaide Oval,2021-05-30T16:50:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 12,32,0,26,0,74,0,5,5,10,3,1,0,3,0,0,0,4,9,0,2,2,5,80,80,0,Fremantle,15,Western Bulldogs,Optus Stadium,2021-06-06T16:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fremantle,13,Gold Coast Suns,Optus Stadium,2021-06-12T14:15:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 17,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fremantle,10,Hawthorn,University of Tasmania Stadium,2021-07-10T13:45:00,13,OVERCAST,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 19,35,5,26,19.23,35,0,6,3,9,3,0,0,3,0,1,0,1,8,1,0,1,1,55.6,50,0,Fremantle,14,Sydney Swans,Metricon Stadium,2021-07-25T12:30:00,21,SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 20,65,0,17,0,57,0,9,8,17,7,1,0,7,0,0,0,5,13,0,1,1,1,94.1,88.9,0,Fremantle,15,Richmond,Optus Stadium,2021-08-01T15:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 21,56,0,30,0,62,0,8,6,14,3,2,0,3,0,0,0,8,7,3,0,0,3,85.7,100,0,Fremantle,10,Brisbane Lions,Optus Stadium,2021-08-08T15:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Blakely,2021,Round 22,27,0,25,0,29,0,4,2,6,3,0,0,3,0,1,0,2,4,1,0,0,1,50,25,0,Fremantle,10,West Coast Eagles,Optus Stadium,2021-08-15T15:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1996-03-02,189,89,FALSE,TRUE,FALSE,FALSE,13
Connor Budarick,2021,Round 1,44,0,24,0,83,1,7,5,12,6,1,0,6,0,0,0,4,9,0,3,4,3,83.3,85.7,0,Gold Coast Suns,11,West Coast Eagles,Optus Stadium,2021-03-21T15:10:00,18,MOSTLY_SUNNY,9.09,MEDIUM_DEFENDER,2001-04-06,175,75,TRUE,FALSE,FALSE,FALSE,2
Connor Budarick,2021,Round 2,72,0,23,0,70,0,12,4,16,5,3,0,5,0,0,0,4,11,1,0,0,1,87.5,83.3,0,Gold Coast Suns,9,North Melbourne,Metricon Stadium,2021-03-27T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2001-04-06,175,75,TRUE,FALSE,FALSE,FALSE,2
Connor Downie,2021,Round 1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawthorn,13,Essendon,Marvel Stadium,2021-03-20T19:25:00,26,MOSTLY_SUNNY,0,MIDFIELDER,2002-05-31,186,83,FALSE,TRUE,FALSE,FALSE,2
Connor Downie,2021,Round 22,36,0,18,0,77,0,6,6,12,2,0,0,2,0,0,0,1,11,0,0,0,1,100,100,0,Hawthorn,7,Western Bulldogs,University of Tasmania Stadium,2021-08-14T13:45:00,14,RAIN,0,MIDFIELDER,2002-05-31,186,83,FALSE,TRUE,FALSE,FALSE,2
Connor Idun,2021,Round 1,38,0,28,0,78,0,7,2,9,3,1,0,3,0,0,0,1,7,0,0,1,2,77.8,71.4,0,GWS Giants,8,St Kilda,GIANTS Stadium,2021-03-21T15:20:00,22,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 3,74,0,30,0,90,0,9,7,16,8,2,0,8,0,0,0,4,13,1,0,0,2,93.8,88.9,0,GWS Giants,12,Melbourne,Manuka Oval,2021-04-04T18:10:00,28,SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 4,65,0,27,0,83,0,5,9,14,5,4,0,5,0,0,0,4,10,1,0,0,2,85.7,100,0,GWS Giants,6,Collingwood,MCG,2021-04-10T19:25:00,18,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 5,36,0,23,0,85,0,3,7,10,4,1,1,3,0,0,0,2,8,0,1,2,1,90,100,0,GWS Giants,9,Sydney Swans,SCG,2021-04-17T16:35:00,22,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 6,72,0,28,0,85,0,7,6,13,6,5,0,6,0,0,0,3,10,1,0,1,1,84.6,100,0,GWS Giants,14,Western Bulldogs,Manuka Oval,2021-04-23T19:50:00,17,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 7,71,0,23,0,87,0,10,6,16,7,2,0,7,0,0,0,5,12,0,0,0,3,81.3,80,0,GWS Giants,15,Adelaide Crows,Adelaide Oval,2021-05-01T13:40:00,18,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 8,62,0,36,0,82,0,11,4,15,4,2,0,4,0,0,0,5,9,1,0,2,3,80,72.7,0,GWS Giants,9,Essendon,GIANTS Stadium,2021-05-08T14:10:00,25,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 9,55,0,29,0,85,1,8,4,12,5,2,0,5,0,0,0,2,9,0,0,0,2,91.7,87.5,0,GWS Giants,9,Richmond,Marvel Stadium,2021-05-15T19:25:00,13,RAIN,11.11,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 10,71,0,28,0,89,0,10,8,18,7,1,0,7,0,0,0,6,12,0,0,2,1,83.3,80,0,GWS Giants,11,West Coast Eagles,GIANTS Stadium,2021-05-23T13:10:00,21,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 11,53,0,33,0,87,0,6,6,12,7,2,1,6,0,0,0,4,8,0,2,3,1,83.3,83.3,0,GWS Giants,15,Brisbane Lions,Gabba,2021-05-29T14:10:00,21,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 13,70,0,32,0,85,0,8,6,14,5,4,0,5,0,0,0,4,10,3,0,1,3,85.7,75,0,GWS Giants,10,North Melbourne,Blundstone Arena,2021-06-13T15:20:00,15,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 14,84,0,29,0,88,0,12,1,13,10,4,1,9,0,0,0,3,10,0,0,0,2,92.3,100,0,GWS Giants,12,Carlton,GIANTS Stadium,2021-06-19T19:25:00,16,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 15,52,0,28,0,89,0,8,2,10,6,2,0,6,0,0,0,3,8,1,1,2,1,80,75,0,GWS Giants,12,Hawthorn,MCG,2021-06-27T13:10:00,15,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 16,18,0,20,0,89,0,3,2,5,2,1,0,2,0,0,0,2,4,1,2,3,0,80,66.7,0,GWS Giants,13,Melbourne,MCG,2021-07-03T13:45:00,11,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 17,17,0,23,0,87,0,3,7,10,1,0,0,1,0,0,0,6,4,0,3,3,4,90,100,0,GWS Giants,5,Gold Coast Suns,Mars Stadium,2021-07-11T12:40:00,10,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 18,59,0,30,0,84,0,10,3,13,6,1,0,6,0,0,0,4,9,1,0,0,2,69.2,70,0,GWS Giants,8,Sydney Swans,Metricon Stadium,2021-07-18T18:10:00,20,SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 19,72,0,20,0,86,0,11,5,16,9,0,0,9,0,0,0,4,14,2,0,1,2,93.8,90.9,0,GWS Giants,11,Essendon,Metricon Stadium,2021-07-25T18:10:00,21,SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 20,48,0,30,0,83,1,7,4,11,5,1,0,5,0,0,0,1,10,0,0,1,1,72.7,71.4,0,GWS Giants,10,Port Adelaide,Marvel Stadium,2021-08-01T18:10:00,15,RAIN,10,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 21,55,0,25,0,81,0,8,5,13,4,2,0,4,0,0,0,5,10,1,0,0,2,76.9,75,0,GWS Giants,17,Geelong Cats,GMHBA Stadium,2021-08-06T19:50:00,15,RAIN,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 22,40,0,30,0,83,0,4,3,7,3,3,0,3,0,0,0,4,5,1,0,0,1,100,100,0,GWS Giants,7,Richmond,Marvel Stadium,2021-08-13T19:50:00,17,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Idun,2021,Round 23,57,0,27,0,85,0,8,9,17,5,0,0,5,0,0,0,5,12,0,0,1,2,76.5,62.5,0,GWS Giants,9,Carlton,Marvel Stadium,2021-08-21T19:40:00,20,MOSTLY_SUNNY,0,MEDIUM_DEFENDER,2000-07-29,191,91,TRUE,FALSE,FALSE,FALSE,21
Connor Menadue,2021,Round 1,61,0,30,0,75,1,8,8,16,5,1,0,5,0,0,0,5,11,2,0,3,3,81.3,62.5,0,North Melbourne,15,Port Adelaide,Marvel Stadium,2021-03-21T13:10:00,23,RAIN,6.67,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Menadue,2021,Round 6,81,0,24,0,81,0,11,7,18,7,3,1,6,0,0,0,7,12,1,0,1,4,83.3,81.8,0,North Melbourne,15,Fremantle,Optus Stadium,2021-04-24T18:15:00,18,MOSTLY_SUNNY,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Menadue,2021,Round 7,33,0,31,0,36,0,6,2,8,3,1,0,3,0,0,0,1,7,1,1,1,2,100,100,0,North Melbourne,7,Melbourne,Blundstone Arena,2021-05-02T13:10:00,21,MOSTLY_SUNNY,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Menadue,2021,Round 8,91,0,29,0,73,0,12,13,25,6,3,1,5,0,0,0,10,15,2,1,3,4,88,83.3,0,North Melbourne,10,Collingwood,Marvel Stadium,2021-05-08T16:35:00,20,RAIN,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Menadue,2021,Round 9,29,0,29,0,65,0,4,4,8,3,0,0,3,0,0,0,1,7,0,0,0,0,87.5,75,0,North Melbourne,8,Hawthorn,University of Tasmania Stadium,2021-05-15T14:10:00,13,MOSTLY_SUNNY,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Menadue,2021,Round 10,60,0,36,0,79,0,7,7,14,7,1,0,7,0,0,0,4,12,0,0,0,1,100,100,0,North Melbourne,9,Essendon,Marvel Stadium,2021-05-23T16:40:00,20,MOSTLY_SUNNY,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Menadue,2021,Round 11,49,0,26,0,78,0,6,8,14,5,0,0,5,0,0,0,4,10,0,0,2,3,78.6,100,0,North Melbourne,16,St Kilda,Marvel Stadium,2021-05-29T16:35:00,14,MOSTLY_SUNNY,0,NA,NA,NA,NA,NA,NA,NA,NA,7
Connor Rozee,2021,Round 3,57,9,31,29.03,85,0,7,8,15,4,2,0,4,0,0,0,5,10,0,0,1,3,66.7,71.4,0,Port Adelaide,12,West Coast Eagles,Optus Stadium,2021-04-03T17:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 4,32,0,26,0,88,0,4,2,6,1,0,0,1,2,0,0,3,3,1,0,0,2,83.3,75,0,Port Adelaide,11,Richmond,Adelaide Oval,2021-04-09T19:20:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 5,71,6,28,21.43,77,0,9,8,17,4,3,0,4,1,1,0,5,12,0,1,3,1,76.5,66.7,0,Port Adelaide,14,Carlton,MCG,2021-04-17T19:25:00,18,OVERCAST,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 6,76,2,23,8.7,90,0,12,6,18,4,1,0,4,2,1,0,2,14,2,1,3,4,77.8,75,0,Port Adelaide,9,St Kilda,Adelaide Oval,2021-04-25T18:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 7,76,2,22,9.09,90,0,10,13,23,3,2,0,3,0,0,0,7,16,3,0,3,3,82.6,80,0,Port Adelaide,15,Brisbane Lions,Gabba,2021-05-01T19:25:00,23,RAIN,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 8,105,1,21,4.76,82,0,15,8,23,4,6,0,4,1,1,0,10,13,1,0,5,7,65.2,46.7,0,Port Adelaide,8,Adelaide Crows,Adelaide Oval,2021-05-08T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 9,58,3,31,9.68,89,0,8,5,13,5,3,1,4,0,0,0,6,7,0,1,2,1,92.3,87.5,0,Port Adelaide,6,Western Bulldogs,Adelaide Oval,2021-05-15T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 10,48,2,20,10,85,0,4,4,8,1,6,0,1,0,0,0,0,8,1,0,2,2,62.5,25,0,Port Adelaide,10,Collingwood,MCG,2021-05-23T15:20:00,20,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 11,63,6,31,19.35,80,0,11,4,15,6,1,0,6,0,0,0,6,8,0,0,2,1,46.7,45.5,0,Port Adelaide,15,Fremantle,Adelaide Oval,2021-05-30T16:50:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 13,98,1,35,2.86,92,0,12,4,16,3,3,0,3,5,1,0,5,9,2,0,2,2,68.8,58.3,0,Port Adelaide,10,Geelong Cats,Adelaide Oval,2021-06-10T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 14,91,5,20,25,95,0,9,10,19,3,4,0,3,3,1,0,7,14,3,1,2,2,73.7,55.6,0,Port Adelaide,7,Gold Coast Suns,Metricon Stadium,2021-06-19T13:45:00,21,SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 15,54,1,26,3.85,87,0,7,6,13,0,4,0,0,1,0,0,10,5,2,1,2,3,61.5,42.9,0,Port Adelaide,11,Sydney Swans,Adelaide Oval,2021-06-26T16:05:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 16,60,5,24,20.83,87,0,9,5,14,0,3,0,0,1,2,0,10,5,3,0,1,0,64.3,44.4,0,Port Adelaide,11,Hawthorn,Marvel Stadium,2021-07-03T19:40:00,11,RAIN,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 17,36,0,24,0,93,0,3,3,6,2,2,0,2,1,1,0,2,4,0,0,1,1,83.3,66.7,0,Port Adelaide,14,Melbourne,Adelaide Oval,2021-07-08T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 19,73,1,28,3.57,85,0,5,11,16,7,2,0,7,1,1,0,8,9,0,0,2,4,68.8,60,0,Port Adelaide,9,Collingwood,Marvel Stadium,2021-07-23T19:10:00,11,RAIN,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 20,69,8,30,26.67,83,0,7,11,18,5,4,1,4,0,1,0,11,8,0,2,3,3,83.3,71.4,0,Port Adelaide,7,GWS Giants,Marvel Stadium,2021-08-01T18:10:00,15,RAIN,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 21,45,2,18,11.11,80,0,7,9,16,0,2,0,0,0,1,0,7,8,0,1,1,2,68.8,57.1,0,Port Adelaide,9,Adelaide Crows,Adelaide Oval,2021-08-07T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 22,86,4,30,13.33,87,0,11,12,23,4,2,0,4,1,1,0,9,14,2,0,1,3,78.3,63.6,0,Port Adelaide,15,Carlton,Adelaide Oval,2021-08-14T16:05:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor Rozee,2021,Round 23,87,0,23,0,92,0,12,9,21,6,2,1,5,2,1,0,6,14,0,2,3,5,81,66.7,0,Port Adelaide,4,Western Bulldogs,Marvel Stadium,2021-08-20T19:50:00,16,RAIN,0,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,TRUE,FALSE,TRUE,19
Connor West,2021,Round 18,76,8,26,30.77,79,0,13,6,19,4,4,1,3,0,1,0,13,6,2,2,5,6,57.9,46.2,0,West Coast Eagles,8,Adelaide Crows,Adelaide Oval,2021-07-18T16:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1999-05-07,182,81,FALSE,TRUE,FALSE,TRUE,5
Connor West,2021,Round 19,47,0,31,0,74,0,8,3,11,3,2,0,3,0,1,0,6,8,2,1,2,7,63.6,62.5,0,West Coast Eagles,8,St Kilda,Optus Stadium,2021-07-24T14:35:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1999-05-07,182,81,FALSE,TRUE,FALSE,TRUE,5
Connor West,2021,Round 20,57,4,24,16.67,79,0,4,9,13,4,5,0,4,0,1,0,6,9,0,2,2,1,76.9,75,0,West Coast Eagles,6,Collingwood,MCG,2021-07-31T16:15:00,19,RAIN,0,MIDFIELDER,1999-05-07,182,81,FALSE,TRUE,FALSE,TRUE,5
Connor West,2021,Round 21,41,0,23,0,73,0,6,4,10,3,0,0,3,1,0,0,3,6,0,0,5,6,70,66.7,0,West Coast Eagles,12,Melbourne,Optus Stadium,2021-08-09T18:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1999-05-07,182,81,FALSE,TRUE,FALSE,TRUE,5
Connor West,2021,Round 23,33,2,36,5.56,79,0,4,6,10,2,2,1,1,0,1,0,6,4,0,2,3,3,60,50,0,West Coast Eagles,11,Brisbane Lions,Gabba,2021-08-21T16:35:00,26,SUNNY,0,MIDFIELDER,1999-05-07,182,81,FALSE,TRUE,FALSE,TRUE,5
Conor Nash,2021,Round 5,24,0,27,0,76,0,4,1,5,3,1,0,3,0,0,0,1,3,0,1,1,3,20,25,0,Hawthorn,14,Melbourne,MCG,2021-04-18T15:20:00,19,OVERCAST,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 14,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawthorn,8,Essendon,University of Tasmania Stadium,2021-06-20T15:20:00,13,OVERCAST,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 16,24,1,24,4.17,82,0,4,4,8,2,1,0,2,0,0,0,4,3,0,2,2,2,62.5,50,0,Hawthorn,9,Port Adelaide,Marvel Stadium,2021-07-03T19:40:00,11,RAIN,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 17,61,6,26,23.08,79,0,8,8,16,4,2,0,4,0,1,0,4,11,0,0,4,6,50,37.5,0,Hawthorn,12,Fremantle,University of Tasmania Stadium,2021-07-10T13:45:00,13,OVERCAST,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 20,95,14,30,46.67,80,0,9,14,23,2,9,0,2,0,0,0,12,11,1,1,4,5,60.9,44.4,0,Hawthorn,8,Brisbane Lions,University of Tasmania Stadium,2021-08-01T14:10:00,13,MOSTLY_SUNNY,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 21,96,16,31,51.61,77,0,10,10,20,5,6,0,5,1,0,0,6,14,1,0,1,3,85,80,0,Hawthorn,6,Collingwood,MCG,2021-08-08T14:10:00,16,OVERCAST,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 22,33,9,18,50,79,0,5,9,14,2,3,1,1,0,0,0,8,7,0,6,8,6,78.6,80,0,Hawthorn,7,Western Bulldogs,University of Tasmania Stadium,2021-08-14T13:45:00,14,RAIN,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Nash,2021,Round 23,98,11,28,39.29,78,0,11,13,24,8,2,0,8,1,0,0,7,17,1,0,1,1,87.5,81.8,0,Hawthorn,11,Richmond,MCG,2021-08-21T13:35:00,20,MOSTLY_SUNNY,0,MIDFIELDER,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE,8
Conor Stone,2021,Round 4,43,0,27,0,70,0,7,4,11,2,2,0,2,0,0,0,1,8,0,0,1,2,63.6,42.9,0,GWS Giants,6,Collingwood,MCG,2021-04-10T19:25:00,18,RAIN,0,MEDIUM_FORWARD,2002-04-22,188,88,FALSE,TRUE,FALSE,TRUE,4
Conor Stone,2021,Round 5,48,0,23,0,68,0,6,7,13,4,1,0,4,0,0,0,6,8,0,0,2,1,84.6,83.3,0,GWS Giants,9,Sydney Swans,SCG,2021-04-17T16:35:00,22,RAIN,0,MEDIUM_FORWARD,2002-04-22,188,88,FALSE,TRUE,FALSE,TRUE,4
Conor Stone,2021,Round 6,26,0,28,0,78,0,2,1,3,1,2,0,1,1,0,0,2,1,1,0,0,0,100,100,0,GWS Giants,14,Western Bulldogs,Manuka Oval,2021-04-23T19:50:00,17,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2002-04-22,188,88,FALSE,TRUE,FALSE,TRUE,4
Conor Stone,2021,Round 8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GWS Giants,9,Essendon,GIANTS Stadium,2021-05-08T14:10:00,25,MOSTLY_SUNNY,0,MEDIUM_FORWARD,2002-04-22,188,88,FALSE,TRUE,FALSE,TRUE,4
Cooper Sharman,2021,Round 19,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,St Kilda,10,West Coast Eagles,Optus Stadium,2021-07-24T14:35:00,18,MOSTLY_SUNNY,0,KEY_FORWARD,2000-07-25,193,86,FALSE,FALSE,FALSE,TRUE,5
Cooper Sharman,2021,Round 20,51,0,34,0,39,0,5,3,8,4,1,0,4,2,1,1,2,6,0,0,1,1,62.5,40,1,St Kilda,4,Carlton,Marvel Stadium,2021-07-30T19:50:00,15,MOSTLY_SUNNY,0,KEY_FORWARD,2000-07-25,193,86,FALSE,FALSE,FALSE,TRUE,5
Cooper Sharman,2021,Round 21,65,0,28,0,83,0,6,5,11,5,2,2,3,2,1,1,6,4,0,0,1,2,63.6,66.7,6,St Kilda,4,Sydney Swans,Marvel Stadium,2021-08-07T19:40:00,15,RAIN,0,KEY_FORWARD,2000-07-25,193,86,FALSE,FALSE,FALSE,TRUE,5
