player_name,team,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status
Matt McGuinness,North Melbourne,KEY_DEFENDER,2000-07-13,192,77,TRUE,FALSE,FALSE,TRUE
Atu Bosenavulagi,North Melbourne,MEDIUM_DEFENDER,2000-09-17,180,83,TRUE,FALSE,FALSE,FALSE
Jack Mahony,North Melbourne,MEDIUM_FORWARD,2001-11-12,178,72,FALSE,FALSE,FALSE,TRUE
Jason Horne-Francis,North Melbourne,MIDFIELDER,2003-06-21,185,81,FALSE,TRUE,FALSE,FALSE
Phoenix Spicer,North Melbourne,MEDIUM_FORWARD,2002-01-30,173,64,FALSE,FALSE,FALSE,TRUE
Tom Powell,North Melbourne,MIDFIELDER_FORWARD,2002-03-02,184,75,FALSE,TRUE,FALSE,TRUE
Flynn Perez,North Melbourne,MIDFIELDER,2001-08-25,188,85,TRUE,FALSE,FALSE,FALSE
Will Phillips,North Melbourne,MIDFIELDER_FORWARD,2002-05-22,181,80,FALSE,TRUE,FALSE,TRUE
Eddie Ford,North Melbourne,MEDIUM_FORWARD,2002-06-21,189,83,FALSE,FALSE,FALSE,TRUE
Charlie Lazzaro,North Melbourne,MIDFIELDER_FORWARD,2002-03-25,179,73,FALSE,TRUE,FALSE,TRUE
Patrick Walker,North Melbourne,MEDIUM_DEFENDER,2002-07-09,187,76,TRUE,TRUE,FALSE,FALSE
Charlie Comben,North Melbourne,KEY_FORWARD,2001-07-20,199,84,FALSE,FALSE,TRUE,TRUE
Jacob Edwards,North Melbourne,RUCK,2002-11-22,202,85,FALSE,FALSE,TRUE,TRUE
Miller Bergman,North Melbourne,MIDFIELDER,2003-01-25,188,70,TRUE,TRUE,FALSE,FALSE
Josh Goater,North Melbourne,MIDFIELDER,2003-06-02,190,80,FALSE,TRUE,FALSE,FALSE
Jackson Archer,North Melbourne,MEDIUM_DEFENDER,2003-01-09,185,75,TRUE,FALSE,FALSE,FALSE
Tom Lynch,North Melbourne,MEDIUM_FORWARD,1990-09-15,193,88,FALSE,FALSE,FALSE,TRUE
Todd Goldstein,North Melbourne,RUCK,1988-07-01,201,103,FALSE,FALSE,TRUE,TRUE
Ben Cunnington,North Melbourne,MIDFIELDER,1991-06-30,185,88,FALSE,TRUE,FALSE,FALSE
Jack Ziebell,North Melbourne,MEDIUM_FORWARD,1991-02-28,188,89,TRUE,FALSE,FALSE,TRUE
Hugh Greenwood,North Melbourne,MIDFIELDER,1992-03-06,191,94,FALSE,TRUE,FALSE,FALSE
Jared Polec,North Melbourne,MIDFIELDER,1992-10-12,187,86,FALSE,TRUE,FALSE,FALSE
Josh Walker,North Melbourne,KEY_DEFENDER,1992-11-12,197,98,TRUE,FALSE,FALSE,FALSE
Jed Anderson,North Melbourne,MIDFIELDER_FORWARD,1994-02-02,179,81,FALSE,TRUE,FALSE,TRUE
Aidan Corr,North Melbourne,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE
Luke McDonald,North Melbourne,MEDIUM_DEFENDER,1995-02-09,189,86,TRUE,TRUE,FALSE,FALSE
Aaron Hall,North Melbourne,MEDIUM_DEFENDER,1990-11-09,185,85,TRUE,FALSE,FALSE,FALSE
Kayne Turner,North Melbourne,MEDIUM_FORWARD,1995-12-31,180,71,TRUE,FALSE,FALSE,TRUE
Jy Simpkin,North Melbourne,MIDFIELDER,1998-03-05,182,77,FALSE,TRUE,FALSE,FALSE
Kyron Hayden,North Melbourne,MEDIUM_DEFENDER,1999-06-07,186,87,TRUE,FALSE,FALSE,FALSE
Cameron Zurhaar,North Melbourne,MEDIUM_FORWARD,1998-05-22,189,92,FALSE,FALSE,FALSE,TRUE
Willem Drew,Port Adelaide,MIDFIELDER,1998-10-01,188,87,FALSE,TRUE,FALSE,FALSE
Connor Rozee,Port Adelaide,MIDFIELDER_FORWARD,2000-01-22,185,80,FALSE,FALSE,FALSE,TRUE
Sam Hayes,Port Adelaide,RUCK,1999-06-09,205,102,FALSE,FALSE,TRUE,FALSE
Kane Farrell,Port Adelaide,MIDFIELDER_FORWARD,1999-03-17,182,78,FALSE,TRUE,FALSE,TRUE
Jed McEntee,Port Adelaide,MEDIUM_FORWARD,2001-02-15,176,78,FALSE,TRUE,FALSE,TRUE
Todd Marshall,Port Adelaide,KEY_FORWARD,1998-10-08,198,92,FALSE,FALSE,FALSE,TRUE
Jackson Mead,Port Adelaide,MIDFIELDER_FORWARD,2001-09-30,184,85,FALSE,TRUE,FALSE,TRUE
Xavier Duursma,Port Adelaide,MIDFIELDER_FORWARD,2000-07-07,186,81,FALSE,TRUE,FALSE,FALSE
Zak Butters,Port Adelaide,MIDFIELDER_FORWARD,2000-09-08,181,78,FALSE,TRUE,FALSE,TRUE
Miles Bergman,Port Adelaide,MEDIUM_DEFENDER,2001-10-18,189,84,FALSE,TRUE,FALSE,FALSE
Dylan Williams,Port Adelaide,MEDIUM_FORWARD,2001-07-01,186,82,FALSE,FALSE,FALSE,TRUE
Jake Pasini,Port Adelaide,KEY_DEFENDER,2001-02-06,192,86,TRUE,FALSE,FALSE,FALSE
Mitch Georgiades,Port Adelaide,KEY_FORWARD,2001-09-28,192,88,FALSE,FALSE,FALSE,TRUE
Lachie Jones,Port Adelaide,MEDIUM_DEFENDER,2002-04-09,186,90,TRUE,FALSE,FALSE,FALSE
Taj Schofield,Port Adelaide,MIDFIELDER,2002-09-07,178,76,FALSE,TRUE,FALSE,TRUE
Ollie Lord,Port Adelaide,KEY_FORWARD,2002-01-02,197,87,FALSE,FALSE,FALSE,TRUE
Jase Burgoyne,Port Adelaide,MIDFIELDER,2003-07-15,186,65,TRUE,TRUE,FALSE,FALSE
Hugh Jackson,Port Adelaide,MIDFIELDER,2003-05-03,182,72,FALSE,TRUE,FALSE,FALSE
Josh Sinn,Port Adelaide,MIDFIELDER_FORWARD,2003-01-07,187,78,TRUE,TRUE,FALSE,FALSE
Dante Visentini,Port Adelaide,MEDIUM_FORWARD,2003-02-13,202,93,FALSE,FALSE,TRUE,TRUE
Travis Boak,Port Adelaide,MIDFIELDER,1988-08-01,183,85,FALSE,TRUE,FALSE,FALSE
Robbie Gray,Port Adelaide,MEDIUM_FORWARD,1988-03-30,183,84,FALSE,FALSE,FALSE,TRUE
Charlie Dixon,Port Adelaide,KEY_FORWARD,1990-09-23,200,107,FALSE,FALSE,FALSE,TRUE
Steven Motlop,Port Adelaide,MEDIUM_FORWARD,1991-03-12,183,82,FALSE,FALSE,FALSE,TRUE
Trent McKenzie,Port Adelaide,KEY_DEFENDER,1992-04-03,191,90,TRUE,FALSE,FALSE,FALSE
Scott Lycett,Port Adelaide,RUCK,1992-09-26,203,102,FALSE,FALSE,TRUE,FALSE
Tom Jonas,Port Adelaide,KEY_DEFENDER,1991-01-09,188,90,TRUE,FALSE,FALSE,FALSE
Sam Mayes,Port Adelaide,MEDIUM_FORWARD,1994-05-20,187,86,FALSE,FALSE,FALSE,TRUE
Ollie Wines,Port Adelaide,MIDFIELDER,1994-10-07,187,98,FALSE,TRUE,FALSE,FALSE
Aliir Aliir,Port Adelaide,KEY_DEFENDER,1994-09-05,194,96,TRUE,FALSE,FALSE,FALSE
Tom Clurey,Port Adelaide,KEY_DEFENDER,1994-03-23,193,95,TRUE,FALSE,FALSE,FALSE
Trent Dumont,Port Adelaide,MIDFIELDER,1995-06-30,186,86,FALSE,TRUE,FALSE,FALSE
Orazio Fantasia,Port Adelaide,MEDIUM_FORWARD,1995-09-14,180,75,FALSE,FALSE,FALSE,TRUE
Karl Amon,Port Adelaide,MIDFIELDER,1995-08-19,181,77,FALSE,TRUE,FALSE,FALSE
Jeremy Finlayson,Port Adelaide,KEY_FORWARD,1996-02-09,197,94,FALSE,FALSE,FALSE,TRUE
Darcy Byrne-Jones,Port Adelaide,MEDIUM_DEFENDER,1995-09-20,181,76,TRUE,FALSE,FALSE,FALSE
Ryan Burton,Port Adelaide,MEDIUM_DEFENDER,1997-01-31,191,90,TRUE,FALSE,FALSE,FALSE
Sam Skinner,Port Adelaide,KEY_DEFENDER,1997-06-29,198,98,TRUE,FALSE,FALSE,TRUE
Sam Powell-Pepper,Port Adelaide,MEDIUM_FORWARD,1998-01-08,187,96,FALSE,TRUE,FALSE,TRUE
Dan Houston,Port Adelaide,MIDFIELDER,1997-05-12,186,88,TRUE,TRUE,FALSE,FALSE
Riley Bonner,Port Adelaide,MEDIUM_DEFENDER,1997-03-07,190,85,TRUE,TRUE,FALSE,FALSE
Martin Frederick,Port Adelaide,MIDFIELDER,2000-05-17,179,83,TRUE,FALSE,FALSE,FALSE
Mitch Hannan,Western Bulldogs,MEDIUM_FORWARD,1994-03-09,190,88,FALSE,FALSE,FALSE,TRUE
Aaron Naughton,Western Bulldogs,KEY_FORWARD,1999-11-30,195,93,FALSE,FALSE,FALSE,TRUE
Tim English,Western Bulldogs,RUCK,1997-08-10,207,103,FALSE,FALSE,TRUE,TRUE
Laitham Vandermeer,Western Bulldogs,MEDIUM_FORWARD,1999-02-03,181,79,FALSE,FALSE,FALSE,TRUE
Rhylee West,Western Bulldogs,MEDIUM_FORWARD,2000-07-12,182,85,FALSE,FALSE,FALSE,TRUE
Bailey Smith,Western Bulldogs,MIDFIELDER,2000-12-07,185,86,FALSE,TRUE,FALSE,FALSE
Riley Garcia,Western Bulldogs,MEDIUM_FORWARD,2001-01-30,177,77,FALSE,FALSE,FALSE,TRUE
Ed Richards,Western Bulldogs,MEDIUM_DEFENDER,1999-07-03,188,86,TRUE,FALSE,FALSE,FALSE
Lachlan McNeil,Western Bulldogs,MIDFIELDER_FORWARD,2001-09-02,184,82,FALSE,FALSE,FALSE,TRUE
Jamarra Ugle-Hagan,Western Bulldogs,KEY_FORWARD,2002-04-04,197,92,FALSE,FALSE,FALSE,TRUE
Cody Weightman,Western Bulldogs,MEDIUM_FORWARD,2001-01-15,178,74,FALSE,FALSE,FALSE,TRUE
Louis Butler,Western Bulldogs,MIDFIELDER,2001-08-26,185,79,FALSE,TRUE,FALSE,FALSE
Cody Raak,Western Bulldogs,MEDIUM_DEFENDER,2002-10-08,193,83,TRUE,FALSE,FALSE,FALSE
Dominic Bedendo,Western Bulldogs,MEDIUM_FORWARD,2002-07-09,191,83,FALSE,FALSE,FALSE,TRUE
Luke Cleary,Western Bulldogs,MEDIUM_DEFENDER,2002-03-05,190,78,TRUE,FALSE,FALSE,FALSE
Sam Darcy,Western Bulldogs,KEY_DEFENDER,2003-07-19,205,94,TRUE,FALSE,FALSE,TRUE
Arthur Jones,Western Bulldogs,MEDIUM_DEFENDER,2003-07-18,179,65,TRUE,FALSE,FALSE,TRUE
Charlie Parker,Western Bulldogs,MEDIUM_DEFENDER,1997-10-13,193,88,FALSE,TRUE,FALSE,TRUE
Stefan Martin,Western Bulldogs,RUCK,1986-11-17,198,99,FALSE,FALSE,TRUE,FALSE
Taylor Duryea,Western Bulldogs,MEDIUM_DEFENDER,1991-04-24,181,79,TRUE,FALSE,FALSE,FALSE
Alex Keath,Western Bulldogs,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE
Tom Liberatore,Western Bulldogs,MIDFIELDER_FORWARD,1992-05-16,184,85,FALSE,TRUE,FALSE,TRUE
Josh Bruce,Western Bulldogs,KEY_FORWARD,1992-06-08,198,97,FALSE,FALSE,FALSE,TRUE
Mitch Wallis,Western Bulldogs,MEDIUM_FORWARD,1992-10-24,186,86,FALSE,FALSE,FALSE,TRUE
Adam Treloar,Western Bulldogs,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE
Hayden Crozier,Western Bulldogs,MEDIUM_DEFENDER,1993-12-24,187,81,TRUE,FALSE,FALSE,FALSE
Jason Johannisen,Western Bulldogs,MEDIUM_FORWARD,1992-11-08,181,81,FALSE,FALSE,FALSE,TRUE
Lachie Hunter,Western Bulldogs,MIDFIELDER,1994-12-13,182,81,FALSE,TRUE,FALSE,FALSE
Caleb Daniel,Western Bulldogs,MEDIUM_DEFENDER,1996-07-07,170,71,TRUE,FALSE,FALSE,FALSE
Jack Macrae,Western Bulldogs,MIDFIELDER,1994-08-03,192,88,FALSE,TRUE,FALSE,FALSE
Tim O'Brien,Western Bulldogs,KEY_DEFENDER,1994-03-28,193,92,TRUE,FALSE,FALSE,TRUE
Robbie McComb,Western Bulldogs,MEDIUM_FORWARD,1995-12-19,181,82,FALSE,TRUE,FALSE,FALSE
Marcus Bontempelli,Western Bulldogs,MIDFIELDER_FORWARD,1995-11-24,193,93,FALSE,TRUE,FALSE,FALSE
Zaine Cordy,Western Bulldogs,KEY_FORWARD,1996-10-27,195,92,TRUE,FALSE,FALSE,TRUE
Anthony Scott,Western Bulldogs,MIDFIELDER_FORWARD,1995-02-28,180,77,FALSE,FALSE,FALSE,TRUE
Roarke Smith,Western Bulldogs,MIDFIELDER,1996-09-11,184,82,FALSE,TRUE,FALSE,FALSE
Jordon Sweet,Western Bulldogs,RUCK,1998-02-02,205,103,FALSE,FALSE,TRUE,FALSE
Bailey Williams,Western Bulldogs,MEDIUM_DEFENDER,1997-10-10,189,86,TRUE,FALSE,FALSE,FALSE
Josh Dunkley,Western Bulldogs,MIDFIELDER_FORWARD,1997-01-09,191,91,FALSE,TRUE,FALSE,TRUE
Josh Schache,Western Bulldogs,KEY_FORWARD,1997-08-21,201,94,TRUE,FALSE,FALSE,TRUE
Toby McLean,Western Bulldogs,MEDIUM_FORWARD,1996-01-31,181,83,FALSE,FALSE,FALSE,TRUE
Bailey Dale,Western Bulldogs,MEDIUM_DEFENDER,1996-07-22,187,83,TRUE,FALSE,FALSE,FALSE
Ryan Gardner,Western Bulldogs,KEY_DEFENDER,1997-06-01,197,95,TRUE,FALSE,FALSE,FALSE
Buku Khamis,Western Bulldogs,MEDIUM_DEFENDER,2000-03-24,190,85,TRUE,FALSE,FALSE,FALSE
Lachlan Bramble,Hawthorn,MEDIUM_DEFENDER,1998-04-19,181,80,TRUE,FALSE,FALSE,FALSE
Mitch Lewis,Hawthorn,KEY_FORWARD,1998-10-14,199,101,FALSE,FALSE,FALSE,TRUE
Max Lynch,Hawthorn,RUCK,1998-09-12,200,101,FALSE,FALSE,TRUE,FALSE
Harry Morrison,Hawthorn,MIDFIELDER,1998-11-12,183,81,FALSE,TRUE,FALSE,TRUE
Ned Reeves,Hawthorn,RUCK,1998-10-31,209,104,FALSE,FALSE,TRUE,FALSE
James Worpel,Hawthorn,MIDFIELDER,1999-01-24,186,88,FALSE,TRUE,FALSE,FALSE
Emerson Jeka,Hawthorn,KEY_FORWARD,2001-09-18,198,96,FALSE,FALSE,FALSE,TRUE
Jacob Koschitzke,Hawthorn,KEY_FORWARD,2000-07-11,196,96,FALSE,FALSE,FALSE,TRUE
Dylan Moore,Hawthorn,MEDIUM_FORWARD,1999-08-04,178,76,FALSE,FALSE,FALSE,TRUE
Conor Nash,Hawthorn,RUCK,1998-07-28,197,94,FALSE,TRUE,FALSE,TRUE
Josh Morris,Hawthorn,MEDIUM_FORWARD,2001-11-07,186,80,FALSE,FALSE,FALSE,TRUE
Will Day,Hawthorn,MEDIUM_DEFENDER,2001-06-05,191,81,TRUE,FALSE,FALSE,FALSE
Jack Saunders,Hawthorn,MIDFIELDER,2002-02-11,180,76,FALSE,FALSE,FALSE,TRUE
Finn Maginness,Hawthorn,MIDFIELDER,2001-02-23,189,84,FALSE,TRUE,FALSE,TRUE
Sam Butler,Hawthorn,MIDFIELDER_FORWARD,2003-02-10,184,76,FALSE,TRUE,FALSE,TRUE
Connor Downie,Hawthorn,MIDFIELDER,2002-05-31,186,83,FALSE,TRUE,FALSE,FALSE
Denver Grainger-Barras,Hawthorn,KEY_DEFENDER,2002-04-17,195,85,TRUE,FALSE,FALSE,FALSE
Jackson Callow,Hawthorn,KEY_FORWARD,2002-06-11,194,95,FALSE,FALSE,FALSE,TRUE
Tyler Brockman,Hawthorn,MEDIUM_FORWARD,2002-11-22,181,80,FALSE,FALSE,FALSE,TRUE
Jai Serong,Hawthorn,MIDFIELDER,2003-02-16,193,82,FALSE,TRUE,FALSE,TRUE
Connor Macdonald,Hawthorn,MEDIUM_FORWARD,2003-01-13,185,83,FALSE,TRUE,FALSE,TRUE
Josh Ward,Hawthorn,MIDFIELDER,2003-08-15,183,77,FALSE,TRUE,FALSE,FALSE
Ned Long,Hawthorn,MIDFIELDER,2003-02-05,194,92,FALSE,TRUE,FALSE,TRUE
Seamus Mitchell,Hawthorn,MEDIUM_FORWARD,2002-07-03,181,79,FALSE,FALSE,FALSE,TRUE
Jai Newcombe,Hawthorn,MIDFIELDER,2001-08-02,186,89,FALSE,TRUE,FALSE,FALSE
Fionn O'Hara,Hawthorn,MIDFIELDER,2002-02-28,186,81,FALSE,TRUE,FALSE,FALSE
Ben McEvoy,Hawthorn,RUCK,1989-07-11,200,101,FALSE,FALSE,TRUE,TRUE
Liam Shiels,Hawthorn,MIDFIELDER_FORWARD,1991-04-29,183,84,FALSE,TRUE,FALSE,FALSE
Luke Breust,Hawthorn,MEDIUM_FORWARD,1990-11-11,184,83,FALSE,FALSE,FALSE,TRUE
Kyle Hartigan,Hawthorn,KEY_DEFENDER,1991-11-07,194,101,TRUE,FALSE,FALSE,FALSE
Jack Gunston,Hawthorn,KEY_FORWARD,1991-10-16,193,86,FALSE,FALSE,FALSE,TRUE
Tom Mitchell,Hawthorn,MIDFIELDER,1993-05-31,182,83,FALSE,TRUE,FALSE,FALSE
Chad Wingard,Hawthorn,MEDIUM_FORWARD,1993-07-29,183,82,FALSE,TRUE,FALSE,TRUE
Sam Frost,Hawthorn,KEY_DEFENDER,1993-08-28,194,94,TRUE,FALSE,FALSE,FALSE
Jaeger O'Meara,Hawthorn,MIDFIELDER,1994-02-23,184,83,FALSE,TRUE,FALSE,FALSE
Jarman Impey,Hawthorn,MEDIUM_DEFENDER,1995-07-09,178,81,TRUE,FALSE,FALSE,FALSE
James Sicily,Hawthorn,KEY_DEFENDER,1995-01-06,187,87,TRUE,FALSE,FALSE,FALSE
Daniel Howe,Hawthorn,MIDFIELDER,1995-12-04,193,88,FALSE,TRUE,FALSE,FALSE
Blake Hardwick,Hawthorn,MEDIUM_DEFENDER,1997-02-05,182,81,TRUE,FALSE,FALSE,FALSE
Tom Phillips,Hawthorn,MIDFIELDER,1996-05-07,187,80,FALSE,TRUE,FALSE,FALSE
Jack Scrimshaw,Hawthorn,MEDIUM_DEFENDER,1998-09-04,193,89,TRUE,FALSE,FALSE,FALSE
Changkuoth Jiath,Hawthorn,MEDIUM_DEFENDER,1999-06-13,185,80,TRUE,FALSE,FALSE,FALSE
Jack Henry,Geelong Cats,KEY_DEFENDER,1998-08-29,192,96,TRUE,FALSE,FALSE,FALSE
Esava Ratugolea,Geelong Cats,KEY_FORWARD,1998-07-24,198,108,FALSE,FALSE,TRUE,TRUE
Zach Guthrie,Geelong Cats,MEDIUM_DEFENDER,1998-06-30,187,84,TRUE,FALSE,FALSE,FALSE
Gryan Miers,Geelong Cats,MEDIUM_FORWARD,1999-03-30,179,81,FALSE,FALSE,FALSE,TRUE
Sam Simpson,Geelong Cats,MEDIUM_FORWARD,1998-06-14,183,75,FALSE,FALSE,FALSE,TRUE
Cooper Stephens,Geelong Cats,MIDFIELDER,2001-01-17,188,86,FALSE,TRUE,FALSE,FALSE
Paul Tsapatolis,Geelong Cats,RUCK,2002-06-20,202,101,FALSE,FALSE,TRUE,FALSE
Nick Stevens,Geelong Cats,MEDIUM_DEFENDER,2002-03-23,193,85,FALSE,TRUE,FALSE,FALSE
Mark O'Connor,Geelong Cats,MIDFIELDER,1997-01-17,191,89,TRUE,TRUE,FALSE,FALSE
Sam De Koning,Geelong Cats,KEY_DEFENDER,2001-02-26,204,101,TRUE,FALSE,FALSE,TRUE
James Willis,Geelong Cats,MIDFIELDER,2003-07-10,183,78,FALSE,TRUE,FALSE,FALSE
Max Holmes,Geelong Cats,MIDFIELDER,2002-08-29,189,83,FALSE,TRUE,FALSE,TRUE
Shannon Neale,Geelong Cats,RUCK,2002-07-25,203,100,FALSE,FALSE,FALSE,TRUE
Toby Conway,Geelong Cats,RUCK,2003-04-24,205,100,FALSE,FALSE,TRUE,FALSE
Francis Evans,Geelong Cats,MEDIUM_FORWARD,2001-08-23,182,83,FALSE,FALSE,FALSE,TRUE
Flynn Kroeger,Geelong Cats,MEDIUM_DEFENDER,2003-07-23,185,85,FALSE,TRUE,FALSE,FALSE
Cooper Whyte,Geelong Cats,MIDFIELDER_FORWARD,2003-02-24,181,78,FALSE,TRUE,FALSE,FALSE
Mitch Knevitt,Geelong Cats,MIDFIELDER,2003-01-08,193,84,FALSE,TRUE,FALSE,FALSE
Oisin Mullin,Geelong Cats,MEDIUM_DEFENDER,2000-02-11,182,84,FALSE,FALSE,FALSE,FALSE
Oliver Dempsey,Geelong Cats,MEDIUM_FORWARD,2003-01-07,185,70,FALSE,FALSE,FALSE,FALSE
Joel Selwood,Geelong Cats,MIDFIELDER,1988-05-26,183,84,FALSE,TRUE,FALSE,FALSE
Shaun Higgins,Geelong Cats,MEDIUM_FORWARD,1988-03-04,184,89,FALSE,FALSE,FALSE,TRUE
Tom Hawkins,Geelong Cats,KEY_FORWARD,1988-07-21,198,104,FALSE,FALSE,FALSE,TRUE
Patrick Dangerfield,Geelong Cats,MIDFIELDER,1990-04-05,189,97,FALSE,TRUE,FALSE,FALSE
Rhys Stanley,Geelong Cats,RUCK,1990-12-01,200,102,FALSE,FALSE,TRUE,FALSE
Mitch Duncan,Geelong Cats,MIDFIELDER,1991-06-10,188,85,FALSE,TRUE,FALSE,TRUE
Cameron Guthrie,Geelong Cats,MIDFIELDER,1992-08-19,187,88,FALSE,TRUE,FALSE,FALSE
Jonathon Ceglar,Geelong Cats,RUCK,1991-02-14,204,99,FALSE,FALSE,TRUE,FALSE
Gary Rohan,Geelong Cats,MEDIUM_FORWARD,1991-06-07,189,93,FALSE,FALSE,FALSE,TRUE
Luke Dahlhaus,Geelong Cats,MEDIUM_FORWARD,1992-08-21,179,82,FALSE,FALSE,FALSE,TRUE
Tom Stewart,Geelong Cats,MEDIUM_DEFENDER,1993-03-15,190,88,TRUE,FALSE,FALSE,FALSE
Zach Tuohy,Geelong Cats,MEDIUM_DEFENDER,1989-12-10,187,91,TRUE,TRUE,FALSE,FALSE
Jeremy Cameron,Geelong Cats,KEY_FORWARD,1993-04-01,196,94,FALSE,FALSE,FALSE,TRUE
Jed Bews,Geelong Cats,MEDIUM_DEFENDER,1993-12-14,186,92,TRUE,FALSE,FALSE,FALSE
Sam Menegola,Geelong Cats,MIDFIELDER,1992-03-07,189,89,FALSE,TRUE,FALSE,FALSE
Isaac Smith,Geelong Cats,MIDFIELDER,1988-12-30,188,83,FALSE,TRUE,FALSE,FALSE
Jake Kolodjashnij,Geelong Cats,KEY_DEFENDER,1995-08-09,193,96,TRUE,FALSE,FALSE,FALSE
Mark Blicavs,Geelong Cats,KEY_DEFENDER,1991-03-28,198,101,TRUE,FALSE,FALSE,FALSE
Brandan Parfitt,Geelong Cats,MIDFIELDER,1998-04-27,180,83,FALSE,TRUE,FALSE,FALSE
Tom Atkins,Geelong Cats,MEDIUM_DEFENDER,1995-09-18,180,82,TRUE,FALSE,FALSE,FALSE
Tyson Stengle,Geelong Cats,MEDIUM_FORWARD,1998-10-19,175,73,FALSE,FALSE,FALSE,TRUE
Brad Close,Geelong Cats,MEDIUM_FORWARD,1998-07-30,181,71,FALSE,FALSE,FALSE,TRUE
Quinton Narkle,Geelong Cats,MIDFIELDER,1997-12-03,182,88,FALSE,TRUE,FALSE,FALSE
Jack Higgins,St Kilda,MEDIUM_FORWARD,1999-03-19,178,80,FALSE,FALSE,FALSE,TRUE
Hunter Clark,St Kilda,MEDIUM_DEFENDER,1999-03-26,186,80,TRUE,TRUE,FALSE,FALSE
Jack Bytel,St Kilda,MIDFIELDER,2000-03-14,189,82,FALSE,TRUE,FALSE,FALSE
Darragh Joyce,St Kilda,KEY_DEFENDER,1997-04-23,194,95,TRUE,FALSE,FALSE,FALSE
Ben Paton,St Kilda,MEDIUM_DEFENDER,1998-10-19,186,81,TRUE,FALSE,FALSE,FALSE
Nick Coffield,St Kilda,MEDIUM_DEFENDER,1999-10-23,191,88,TRUE,FALSE,FALSE,FALSE
Max King,St Kilda,KEY_FORWARD,2000-07-07,202,94,FALSE,FALSE,FALSE,TRUE
Leo Connolly,St Kilda,MEDIUM_DEFENDER,2001-08-07,181,77,TRUE,FALSE,FALSE,FALSE
Ryan Byrnes,St Kilda,MIDFIELDER_FORWARD,2001-05-03,181,82,FALSE,TRUE,FALSE,TRUE
Nasiah Wanganeen-Milera,St Kilda,MIDFIELDER,2003-02-22,187,79,TRUE,TRUE,FALSE,FALSE
Oscar Adams,St Kilda,RUCK,2003-07-23,197,83,TRUE,FALSE,TRUE,FALSE
Matthew Allison,St Kilda,KEY_DEFENDER,2002-01-29,195,87,TRUE,FALSE,FALSE,FALSE
Max Heath,St Kilda,RUCK,2002-10-24,204,93,FALSE,FALSE,TRUE,TRUE
Josiah Kyle,St Kilda,MEDIUM_FORWARD,2003-07-31,185,72,FALSE,FALSE,FALSE,TRUE
Jack Peris,St Kilda,MEDIUM_FORWARD,2003-12-17,178,69,FALSE,TRUE,FALSE,TRUE
Cooper Sharman,St Kilda,KEY_FORWARD,2000-07-25,193,86,FALSE,FALSE,FALSE,TRUE
Marcus Windhager,St Kilda,MIDFIELDER_FORWARD,2003-05-16,185,86,FALSE,TRUE,FALSE,TRUE
Mitch Owens,St Kilda,MIDFIELDER_FORWARD,2003-09-24,191,85,FALSE,TRUE,FALSE,FALSE
Paddy Ryder,St Kilda,RUCK,1988-03-14,197,96,FALSE,FALSE,TRUE,FALSE
Jarryn Geary,St Kilda,MIDFIELDER,1988-06-23,183,79,FALSE,TRUE,FALSE,FALSE
Dan Hannebery,St Kilda,MIDFIELDER,1991-02-24,181,79,FALSE,TRUE,FALSE,FALSE
Tom Campbell,St Kilda,RUCK,1991-11-02,201,105,FALSE,FALSE,TRUE,TRUE
Jimmy Webster,St Kilda,MEDIUM_DEFENDER,1993-06-28,188,80,TRUE,FALSE,FALSE,FALSE
Sebastian Ross,St Kilda,MIDFIELDER,1993-05-07,187,85,FALSE,TRUE,FALSE,FALSE
Jarrod Lienert,St Kilda,MEDIUM_DEFENDER,1994-08-05,195,89,TRUE,FALSE,FALSE,FALSE
Brad Crouch,St Kilda,MIDFIELDER,1994-01-14,186,86,FALSE,TRUE,FALSE,FALSE
Dean Kent,St Kilda,MEDIUM_FORWARD,1994-02-24,181,83,FALSE,FALSE,FALSE,TRUE
Tim Membrey,St Kilda,KEY_FORWARD,1994-05-26,188,90,FALSE,FALSE,FALSE,TRUE
Mason Wood,St Kilda,MIDFIELDER_FORWARD,1993-09-13,192,85,FALSE,TRUE,FALSE,TRUE
Bradley Hill,St Kilda,MEDIUM_FORWARD,1993-07-09,182,81,TRUE,FALSE,FALSE,TRUE
Jack Steele,St Kilda,MIDFIELDER,1995-12-13,187,88,FALSE,TRUE,FALSE,FALSE
Jack Billings,St Kilda,MIDFIELDER,1995-08-18,185,80,FALSE,TRUE,FALSE,FALSE
Callum Wilkie,St Kilda,KEY_DEFENDER,1996-03-10,191,87,TRUE,FALSE,FALSE,FALSE
Daniel McKenzie,St Kilda,MIDFIELDER,1996-05-17,184,81,FALSE,TRUE,FALSE,FALSE
Jade Gresham,St Kilda,MIDFIELDER_FORWARD,1997-08-24,177,81,FALSE,TRUE,FALSE,TRUE
Jack Hayes,St Kilda,KEY_FORWARD,1996-03-06,194,92,FALSE,FALSE,TRUE,TRUE
Zak Jones,St Kilda,MIDFIELDER,1995-03-15,182,79,FALSE,TRUE,FALSE,FALSE
